2006-03-08,12:10:38,-10,64.3273
2006-03-08,12:11:38,-9,63.6654
2006-03-08,12:12:38,-8,71.1895
2006-03-08,12:13:38,-7,66.939
2006-03-08,12:14:38,-6,71.139
2006-03-08,12:15:38,-5,74.2082
2006-03-08,12:16:38,-4,77.3773
2006-03-08,12:17:38,-3,83.2766
2006-03-08,12:18:38,-2,84.9191
2006-03-08,12:19:38,-1,89.5
2006-03-08,12:20:38,0,92.2801
2006-03-08,12:21:38,1,98.4467
2006-03-08,12:22:38,2,99.7579
2006-03-08,12:23:38,3,101.8894
2006-03-08,12:24:38,4,101.6631
2006-03-08,12:25:38,5,101.7977
2006-03-08,12:26:38,6,103.819
2006-03-08,12:27:38,7,121.9267
2006-03-08,12:28:38,8,124.2261
2006-03-08,12:29:38,9,125.5667
2006-03-08,12:30:38,10,125.0019
2006-03-08,12:31:38,11,126.2365
2006-03-08,12:32:38,12,126.539
2006-03-08,12:33:38,13,126.4757
2006-03-08,12:34:38,14,126.5546
2006-03-08,12:35:38,15,126.1866
2006-03-08,12:36:38,16,126.5633
2006-03-08,12:37:38,17,126.9184
2006-03-08,12:38:38,18,127.0764
2006-03-08,12:39:38,19,127.0768
2006-03-08,12:40:38,20,127.3259
2006-03-08,12:41:38,21,127.7177
2006-03-08,12:42:38,22,128.2556
2006-03-08,12:43:38,23,129.0278
2006-03-08,12:44:38,24,129.6825
2006-03-08,12:45:38,25,130.5648
2006-03-08,12:46:38,26,131.4922
2006-03-08,12:47:38,27,132.4299
2006-03-08,12:48:38,28,133.3401
2006-03-08,12:49:38,29,134.2147
2006-03-08,12:50:38,30,134.8194
2006-03-08,12:51:38,31,135.0883
2006-03-08,12:52:38,32,136.6295
2006-03-08,12:53:38,33,137.6599
2006-03-08,12:54:38,34,139.1942
2006-03-08,12:55:38,35,141.2485
2006-03-08,12:56:38,36,142.7725
2006-03-08,12:57:38,37,145.6502
2006-03-08,12:58:38,38,148.4929
2006-03-08,12:59:38,39,150.3257
2006-03-08,13:00:38,40,151.2391
2006-03-08,13:01:38,41,154.6519
2006-03-08,13:02:38,42,154.4208
2006-03-08,13:03:38,43,158.5397
2006-03-08,13:04:38,44,160.6589
2006-03-08,13:05:38,45,160.8651
2006-03-08,13:06:38,46,165.2574
2006-03-08,13:07:38,47,166.0609
2006-03-08,13:08:38,48,169.8138
2006-03-08,13:09:38,49,172.0756
2006-03-08,13:10:38,50,172.527
2006-03-08,13:11:38,51,176.2342
2006-03-08,13:12:38,52,178.1689
2006-03-08,13:13:38,53,180.7713
2006-03-08,13:14:38,54,183.8495
2006-03-08,13:15:38,55,184.7286
2006-03-08,13:16:38,56,188.8595
2006-03-08,13:17:38,57,191.9599
2006-03-08,13:18:38,58,194.1303
2006-03-08,13:19:38,59,196.0502
2006-03-08,13:20:38,60,197.4917
2006-03-08,13:21:38,61,199.2426
2006-03-08,13:22:38,62,200.8662
2006-03-08,13:23:38,63,202.0217
2006-03-08,13:24:38,64,202.947
2006-03-08,13:25:38,65,203.8644
2006-03-08,13:26:38,66,204.6337
2006-03-08,13:27:38,67,205.5299
2006-03-08,13:28:38,68,206.3562
2006-03-08,13:29:38,69,207.0142
2006-03-08,13:30:38,70,207.7491
2006-03-08,13:31:38,71,207.9062
2006-03-08,13:32:38,72,208.2062
2006-03-08,13:33:38,73,208.3804
2006-03-08,13:34:38,74,208.1746
2006-03-08,13:35:38,75,208.5531
2006-03-08,13:36:38,76,208.3497
2006-03-08,13:37:38,77,208.0475
2006-03-08,13:38:38,78,208.0954
2006-03-08,13:39:38,79,207.6566
2006-03-08,13:40:38,80,207.6237
2006-03-08,13:41:38,81,207.453
2006-03-08,13:42:38,82,206.7904
2006-03-08,13:43:38,83,205.9553
2006-03-08,13:44:38,84,205.2385
2006-03-08,13:45:38,85,204.1199
2006-03-08,13:46:38,86,203.1395
2006-03-08,13:47:38,87,202.0659
2006-03-08,13:48:38,88,200.6801
2006-03-08,13:49:38,89,199.7067
2006-03-08,13:50:38,90,198.4228
2006-03-08,13:51:38,91,197.2987
2006-03-08,13:52:38,92,197.1333
2006-03-08,13:53:38,93,195.4629
2006-03-08,13:54:38,94,195.0072
2006-03-08,13:55:38,95,195.0208
2006-03-08,13:56:38,96,193.7654
2006-03-08,13:57:38,97,194.3335
2006-03-08,13:58:38,98,193.8138
2006-03-08,13:59:38,99,193.4071
2006-03-08,14:00:38,100,193.8995
2006-03-08,14:01:38,101,193.9694
2006-03-08,14:02:38,102,194.4406
2006-03-08,14:03:38,103,194.5299
2006-03-08,14:04:38,104,194.9036
2006-03-08,14:05:38,105,195.1217
2006-03-08,14:06:38,106,195.0488
2006-03-08,14:07:38,107,195.9741
2006-03-08,14:08:38,108,196.3929
2006-03-08,14:09:38,109,196.1315
2006-03-08,14:10:38,110,197.1972
2006-03-08,14:11:38,111,197.5381
2006-03-08,14:12:38,112,198.1752
2006-03-08,14:13:38,113,199.5172
2006-03-08,14:14:38,114,199.9252
2006-03-08,14:15:38,115,201.0429
2006-03-08,14:16:38,116,202.4925
2006-03-08,14:17:38,117,203.9007
2006-03-08,14:18:38,118,205.223
2006-03-08,14:19:38,119,206.8704
2006-03-08,14:20:38,120,208.4134
2006-03-08,14:21:38,121,210.2797
2006-03-08,14:22:38,122,212.3944
2006-03-08,14:23:38,123,214.0874
2006-03-08,14:24:38,124,216.2628
2006-03-08,14:25:38,125,217.6266
2006-03-08,14:26:38,126,219.372
2006-03-08,14:27:38,127,221.2993
2006-03-08,14:28:38,128,222.3689
2006-03-08,14:29:38,129,223.6516
2006-03-08,14:30:38,130,223.6226
2006-03-08,14:31:38,131,224.1907
2006-03-08,14:32:38,132,225.1954
2006-03-08,14:33:38,133,225.6081
2006-03-08,14:34:38,134,225.9789
2006-03-08,14:35:38,135,225.4504
2006-03-08,14:36:38,136,225.5166
2006-03-08,14:37:38,137,225.8683
2006-03-08,14:38:38,138,225.4414
2006-03-08,14:39:38,139,224.6259
2006-03-08,14:40:38,140,223.8679
2006-03-08,14:41:38,141,223.4933
2006-03-08,14:42:38,142,221.5182
2006-03-08,14:43:38,143,220.9962
2006-03-08,14:44:38,144,220.7996
2006-03-08,14:45:38,145,219.3796
2006-03-08,14:46:38,146,220.0424
2006-03-08,14:47:38,147,219.0815
2006-03-08,14:48:38,148,218.6117
2006-03-08,14:49:38,149,218.6056
2006-03-08,14:50:38,150,216.5405
2006-03-08,14:51:38,151,217.844
2006-03-08,14:52:38,152,215.5438
2006-03-08,14:53:38,153,211.3855
2006-03-08,14:54:38,154,209.3159
2006-03-08,14:55:38,155,204.0433
2006-03-08,14:56:38,156,202.9801
2006-03-08,14:57:38,157,203.4101
2006-03-08,14:58:38,158,198.74
2006-03-08,14:59:38,159,196.2094
2006-03-08,15:00:38,160,197.3877
2006-03-08,15:01:38,161,195.5828
2006-03-08,15:02:38,162,194.613
2006-03-08,15:03:38,163,193.2012
2006-03-08,15:04:38,164,188.6112
2006-03-08,15:05:38,165,187.4901
2006-03-08,15:06:38,166,186.9684
2006-03-08,15:07:38,167,182.0225
2006-03-08,15:08:38,168,180.1282
2006-03-08,15:09:38,169,178.5434
2006-03-08,15:10:38,170,176.6431
