"run","generation","bestFitness","meanFitness","standardDeviationFitness","meanProgramLength","meanEffectiveProgramLength"
"0","0","0.4113460478456804","43.41951844483135","187.44415081686668","20.12","1.06"
"0","1","0.4113460478456804","44.43362268587261","187.7647048622037","20.4","1.28"
"0","2","0.4113460478456804","926.578558510899","8721.689205507419","20.71","1.66"
"0","3","0.4113460478456804","926.72003245064","8721.674431576683","20.91","1.65"
"0","4","0.4113460478456804","927.4044542698597","8721.606122800367","21.22","1.92"
"0","5","0.4113460478456804","929.1026627519427","8721.491393636683","21.57","2.1"
"0","6","0.4113460478456804","932.19883057942","8721.247209470672","21.85","2.25"
"0","7","0.4113460478456804","932.2791481575981","8721.238820384773","22.2","2.72"
"0","8","0.4113460478456804","1.6170822135479927E10","1.608976393583965E11","22.51","2.62"
"0","9","0.4113460478456804","1.6170822714231089E10","1.6089763930022974E11","22.84","2.74"
"0","10","0.4113460478456804","1.6170822714169607E10","1.6089763930023584E11","23.12","3.18"
"0","11","0.4113460478456804","1.6170822714719604E10","1.6089763930018097E11","23.51","3.38"
"0","12","0.4113460478456804","1.617082271542813E10","1.6089763930010925E11","23.76","3.44"
"0","13","0.4113460478456804","1.6170822715948763E10","1.6089763930005743E11","24.01","3.49"
"0","14","0.4113460478456804","1.6170825164962929E10","1.6089763905392392E11","24.24","3.68"
"0","15","0.4113460478456804","1.6170825165628822E10","1.608976390538569E11","24.56","3.93"
"0","16","0.4113460478456804","1.6170824289094353E10","1.608976391419521E11","24.68","3.88"
"0","17","0.4113460478456804","1.6170824290949047E10","1.60897639141765E11","24.95","3.76"
"0","18","0.4113460478456804","1.6170824291383467E10","1.6089763914172134E11","25.23","3.9"
"0","19","0.4113460478456804","1.6170824290319054E10","1.608976391418283E11","25.45","3.99"
"0","20","0.4113460478456804","1.61708242691668E10","1.6089763914395438E11","25.71","4.01"
"0","21","0.4113460478456804","1.617082426867386E10","1.6089763914400394E11","26.03","4.08"
"0","22","0.4113460478456804","1.6170824269635338E10","1.6089763914390714E11","26.33","4.11"
"0","23","0.4113460478456804","1.617082426954239E10","1.6089763914391684E11","26.62","4.03"
"0","24","0.4113460478456804","1.6170824272325293E10","1.6089763914363705E11","26.99","4.17"
"0","25","0.4113460478456804","1.617082428317486E10","1.6089763914254645E11","27.31","4.33"
"0","26","0.4113460478456804","1.6170824284503685E10","1.60897639142413E11","27.62","4.59"
"0","27","0.4113460478456804","1.617082427746406E10","1.608976391431204E11","27.88","4.56"
"0","28","0.4113460478456804","1.6170824277331114E10","1.6089763914313376E11","28.1","4.58"
"0","29","0.4113460478456804","1.6170824276792583E10","1.6089763914318796E11","28.21","4.43"
"0","30","0.4113460478456804","1.6170824275031988E10","1.6089763914336493E11","28.4","4.51"
"0","31","0.4113460478456804","1.617082430737981E10","1.608976391401138E11","28.62","4.76"
"0","32","0.4113460478456804","1.6170824311951792E10","1.6089763913965472E11","28.85","4.96"
"0","33","0.4113460478456804","1.6170824313986189E10","1.608976391394499E11","29.17","5.23"
"0","34","0.4113460478456804","1.6170824331217524E10","1.608976391377181E11","29.48","5.24"
"0","35","0.4113460478456804","1.6170824393182093E10","1.608976391314903E11","29.69","5.2"
"0","36","0.4113460478456804","1.6170824390514769E10","1.6089763913175848E11","29.98","5.32"
"0","37","0.4113460478456804","1.6170824392325037E10","1.608976391315765E11","30.13","5.44"
"0","38","0.4113460478456804","1.6170824496286358E10","1.60897639121128E11","30.37","5.53"
"0","39","0.4113460478456804","1.617082449814163E10","1.6089763912094165E11","30.6","5.72"
"0","40","0.4113460478456804","1.617084080812915E10","1.608976374818077E11","30.8","5.7"
"0","41","0.4113460478456804","1.6170840809070591E10","1.60897637481713E11","31.03","5.57"
"0","42","0.4113460478456804","1.6170840802248213E10","1.6089763748239868E11","31.3","5.51"
"0","43","0.4113460478456804","1.6170840797293623E10","1.6089763748289673E11","31.59","5.54"
"0","44","0.4113460478456804","1.6170840701931086E10","1.608976374924809E11","31.83","5.34"
"0","45","0.4113460478456804","1.6170840704148457E10","1.608976374922584E11","32.18","5.44"
"0","46","0.4113460478456804","1.6170840703704039E10","1.6089763749230276E11","32.45","5.55"
"0","47","0.4113460478456804","1.6170840680171997E10","1.608976374946679E11","32.67","5.51"
"0","48","0.4113460478456804","1.617084067878091E10","1.608976374948078E11","32.9","5.52"
"0","49","0.4113460478456804","1.617084060004835E10","1.6089763750272064E11","33.22","5.36"
"0","50","0.4113460478456804","1.6170840601336E10","1.6089763750259113E11","33.4","5.4"
"0","51","0.4113460478456804","1.6170840594823997E10","1.6089763750324567E11","33.59","5.49"
"0","52","0.4113460478456804","1.6170840592997828E10","1.6089763750342923E11","33.78","5.4"
"0","53","0.4113460478456804","1.6170840593728142E10","1.6089763750335587E11","34.06","5.52"
"0","54","0.4113460478456804","1.6170840602420982E10","1.6089763750248233E11","34.33","5.68"
"0","55","0.4113460478456804","1.617084059399809E10","1.608976375033286E11","34.48","5.6"
"0","56","0.4113460478456804","1.6170840592913355E10","1.6089763750343784E11","34.73","5.73"
"0","57","0.4113460478456804","1.6170840593984797E10","1.608976375033299E11","35.07","5.84"
"0","58","0.4113460478456804","1.6170840599856512E10","1.6089763750273978E11","35.32","6.02"
"0","59","0.4113460478456804","1.6170840599408829E10","1.6089763750278473E11","35.57","6.03"
"0","60","0.4113460478456804","1.6170840608083712E10","1.608976375019133E11","35.71","5.82"
"0","61","0.4113460478456804","1.6170840026558754E10","1.608976375603584E11","35.96","5.88"
"0","62","0.4113460478456804","1.6170838204407587E10","1.6089763774349026E11","36.29","6.14"
"0","63","0.4113460478456804","1.6170838202710264E10","1.6089763774366046E11","36.6","6.21"
"0","64","0.4113460478456804","1.617083823166186E10","1.608976377407511E11","36.86","5.9"
"0","65","0.4113460478456804","1.6170838230517956E10","1.6089763774086594E11","37.11","5.69"
"0","66","0.4113460478456804","1.6170838517516241E10","1.608976377120216E11","37.37","5.68"
"0","67","0.4113460478456804","1.6170838515108065E10","1.6089763771226352E11","37.63","5.62"
"0","68","0.4113460478456804","1.6170838516611853E10","1.608976377121122E11","37.83","5.98"
"0","69","0.4113460478456804","1.6170838516327158E10","1.6089763771214087E11","38.06","5.81"
"0","70","0.4113460478456804","1.617083915210139E10","1.608976376482434E11","38.29","5.84"
"0","71","0.4113460478456804","1.6170839152370869E10","1.6089763764821613E11","38.56","5.94"
"0","72","0.4113460478456804","1.6170839160568052E10","1.6089763764739243E11","38.8","5.85"
"0","73","0.4113460478456804","1.6170839156484295E10","1.608976376478029E11","39.05","6.05"
"0","74","0.4113460478456804","1.617083915986767E10","1.608976376474629E11","39.33","6.13"
"0","75","0.4113460478456804","1.617083915266736E10","1.6089763764818643E11","39.55","5.79"
"0","76","0.4113460478456804","1.6170839152205889E10","1.6089763764823267E11","39.81","5.76"
"0","77","0.4113460478456804","1.6170839183089611E10","1.60897637645129E11","40.04","5.81"
"0","78","0.4113460478456804","1.6170839200250412E10","1.6089763764340402E11","40.41","5.66"
"0","79","0.4113460478456804","1.617083920014041E10","1.6089763764341544E11","40.6","5.88"
"0","80","0.4113460478456804","1.6170839175303448E10","1.6089763764591125E11","40.9","5.95"
"0","81","0.4113460478456804","1.617083914989793E10","1.6089763764846457E11","41.26","6.31"
"0","82","0.4113460478456804","1.61708391615635E10","1.608976376472924E11","41.5","6.5"
"0","83","0.4113460478456804","1.6170839163052301E10","1.6089763764714258E11","41.76","6.45"
"0","84","0.4113460478456804","1.6170839162103132E10","1.6089763764723804E11","41.96","6.28"
"0","85","0.4113460478456804","1.6170839119928417E10","1.6089763765147678E11","42.18","6.22"
"0","86","0.4113460478456804","1.617083912522828E10","1.6089763765094415E11","42.43","6.2"
"0","87","0.4113460478456804","1.6170839125843866E10","1.608976376508822E11","42.63","6.29"
"0","88","0.4113460478456804","1.617083910624929E10","1.608976376528517E11","42.81","6.32"
"0","89","0.4113460478456804","1.6170839106193714E10","1.6089763765285703E11","42.98","6.49"
"0","90","0.4113460478456804","1.61708391170922E10","1.6089763765176193E11","43.11","6.53"
"0","91","0.4113460478456804","1.6170839232226578E10","1.6089763764019055E11","43.36","6.58"
"0","92","0.4113460478456804","1.6170839258578222E10","1.6089763763754187E11","43.6","6.42"
"0","93","0.4113460478456804","1.6170839326170578E10","1.6089763763074872E11","43.83","6.7"
"0","94","0.4113460478456804","1.6170839342677933E10","1.6089763762908942E11","44.1","6.64"
"0","95","0.4113460478456804","1.6170839340981777E10","1.608976376292599E11","44.38","6.46"
"0","96","0.4113460478456804","1.6170839340272627E10","1.6089763762933112E11","44.65","6.42"
"0","97","0.4113460478456804","1.617083934519968E10","1.6089763762883606E11","44.86","6.72"
"0","98","0.4113460478456804","1.6170838756207483E10","1.608976376880323E11","45.19","6.89"
"0","99","0.4113460478456804","1.6170841144123415E10","1.6089763744803906E11","45.38","6.73"
"0","100","0.4113460478456804","1.6170841140862236E10","1.6089763744836707E11","45.58","6.51"
"0","101","0.41134604784568035","1.6170841153382828E10","1.608976374471085E11","45.82","6.7"
"0","102","0.41134604784568035","1.6170841148692272E10","1.6089763744758026E11","46.04","6.51"
"0","103","0.41134604784568035","1.6170841144739992E10","1.6089763744797708E11","46.29","6.58"
"0","104","0.41134604784568035","1.6170841150256844E10","1.6089763744742294E11","46.46","6.57"
"0","105","0.41134604784568035","1.6170841163134583E10","1.6089763744612872E11","46.66","6.62"
"0","106","0.41134604784568035","1.6170841167201826E10","1.608976374457199E11","46.83","6.68"
"0","107","0.41134604784568035","1.6170841330906511E10","1.6089763742926672E11","47.1","6.65"
"0","108","0.41134604784568035","1.6170844259810286E10","1.6089763713490305E11","47.37","6.87"
"0","109","0.41134604784568035","1.617084437720437E10","1.6089763712310452E11","47.57","6.9"
"0","110","0.41134604784568035","1.6170844387204504E10","1.6089763712209933E11","47.83","6.92"
"0","111","0.41134604784568035","1.617086416598861E10","1.608976351343742E11","48.15","6.93"
"0","112","0.41134604784568035","1.6170864159476385E10","1.6089763513502875E11","48.41","6.84"
"0","113","0.41134604784568035","1.6170864070292635E10","1.608976351439921E11","48.64","6.96"
"0","114","0.41134604784568035","1.617086407277443E10","1.6089763514374265E11","48.92","7.14"
"0","115","0.41134604784568035","1.6170864049912493E10","1.6089763514604062E11","49.13","7.18"
"0","116","0.41134604784568035","1.6170864554670887E10","1.6089763509531018E11","49.35","7.03"
