"run","generation","bestFitness","meanFitness","standardDeviationFitness","meanProgramLength","meanEffectiveProgramLength"
"0","0","49.327181913613074","5.009557142665199E12","3.0034533576410043E13","20.2","2.04"
"0","1","49.327181913613074","1.6000008000000843E27","1.5919806953606165E28","20.42","2.29"
"0","2","49.327181913613074","1.6000008000000846E27","1.5919806953606187E28","20.7","2.51"
"0","3","49.327181913613074","1.6000008000000846E27","1.59198069536062E28","20.99","2.89"
"0","4","49.327181913613074","1.6000008000000942E27","1.5919806953606204E28","21.19","3.02"
"0","5","49.327181913613074","1.600000800000098E27","1.5919806953606204E28","21.35","3.04"
"0","6","49.327181913613074","1.600000800000098E27","1.5919806953606209E28","21.64","3.12"
"0","7","49.327181913613074","1.9663361807047243E27","1.629582581952018E28","21.89","3.18"
"0","8","0.0","1.9663361807047254E27","1.629582581952018E28","22.13","3.19"
"0","9","0.0","1.9663361807047254E27","1.629582581952018E28","22.13","3.19"
