"run","generation","bestFitness","meanFitness","standardDeviationFitness","meanProgramLength","meanEffectiveProgramLength"
"0","10","1.6666666666666667","9.99999900015269E24","6.32376406912816E26","31.206","2.9185"
"0","20","1.2205140014443163","1.5141533648848934E14","7.301126872427803E15","32.36125","3.06025"
"0","30","1.0","6.69873461317865E12","5.410066783126648E13","33.53575","3.19175"
"0","40","1.0","7.290785724907087E12","5.163299126051406E13","34.7","3.37"
"0","50","1.0","8.435685386804704E12","4.158453932773876E13","35.88075","3.59125"
"0","60","1.0","1.050826802817851E13","5.238997342520256E13","37.092","3.8135"
"0","70","1.0","1.3375743979802777E13","9.71183914295532E13","38.27925","4.0995"
"0","80","0.9166666666666667","1.4009322844429697E13","7.517676314668433E13","39.42275","4.3585"
"0","90","0.9166666666666667","2.500003054016576E24","1.5809431066550303E26","40.59475","4.6085"
"0","100","0.9166666666666667","2.5000030540178196E24","1.5809431066550365E26","41.76975","4.86125"
"0","110","0.673598607070376","2.499997241352863E24","1.5809394308613897E26","42.946","5.099"
"0","120","0.8700000620642978","2.0043269931912465E13","7.188735373650548E13","44.13425","5.3495"
"0","130","0.7672456725908056","2.2264429783609016E13","8.521496147789544E13","45.323","5.55725"
"0","140","0.7672456725908056","2.51885705138774E13","9.57493132687302E13","46.522","5.88375"
"0","150","0.7672456725908056","2.6865835998416945E13","8.726020506071647E13","47.7025","6.117"
"0","160","0.7308029881213727","3.37782418981812E13","4.254838447641088E14","48.89475","6.4225"
"0","170","0.7672456725908056","3.4995070420815285E13","1.8715531636411675E14","50.08575","6.777"
"0","180","0.7672456725908056","3.685330699358598E13","1.8289332657022112E14","51.229","7.11775"
"0","190","0.7672456725908056","6.839519774253534E23","4.3251513721208805E25","52.40175","7.337"
"0","200","0.7672456725908056","4.188321494511233E26","2.566034438951232E28","53.5525","7.66"
"0","210","0.6961806848427772","5.683955932101686E24","2.276816482897217E26","54.77525","8.01175"
"0","220","0.6961806848427772","2.3159947747904526E27","1.4547593656937533E29","56.003","8.3805"
"0","230","0.6902665933334353","1.8051282603950463E25","6.895478882486243E26","57.21075","8.73975"
"0","240","0.687254169400397","5.119858348888443E24","2.2367659954667528E26","58.3935","9.0365"
"0","250","0.687254169400397","5.11985834892428E24","2.236765995466743E26","59.57","9.3595"
"0","260","0.687254169400397","2.602839702870896E21","1.6459744814896245E23","60.76325","9.7335"
"0","270","0.6544263407017894","4.130661955013464E25","2.1550266348530865E27","61.94525","10.0435"
"0","280","0.5997512722927252","5.096942112319614E24","2.2360519188259386E26","63.1155","10.38275"
"0","290","0.5793084362395917","1.2596943139331952E25","3.533646816241076E26","64.2915","10.762"
"0","300","0.5793084362395917","1.25969473684103E25","3.533648011533045E26","65.482","11.1115"
"0","310","0.5793084362395917","7.613610779030116E24","2.7380366085531186E26","66.67525","11.52"
"0","320","0.5793084362395917","3.077673152788043E24","1.6089746387390857E26","67.85825","11.9105"
"0","330","0.41579999999999995","2.7276843296777416E24","1.5834640069161708E26","69.006","12.33"
"0","340","0.41579999999999995","1.0219750350775538E26","5.546195808413947E27","70.15175","12.59"
"0","350","0.41579999999999995","2.1114574668453726E26","1.257593539800659E28","71.3365","12.98075"
"0","360","0.41579999999999995","9.560798049882504E24","2.9970759344491405E26","72.51975","13.4015"
"0","370","0.41579999999999995","1.4444133383198834E25","3.737017701246256E26","73.66375","13.792"
"0","380","0.41579999999999995","2.3210227253106398E25","4.690377590283722E26","74.80775","14.274"
"0","390","0.41579999999999995","3.604259117049156E25","5.9026434205697143E26","75.96525","14.64775"
"0","400","0.5793084362395917","3.155643099189633E25","5.8737119329643774E26","77.1155","14.98775"
"0","410","0.5793084362395917","1.4368442631963576E26","5.115175044629088E27","78.26975","15.27"
"0","420","0.453476635841533","6.359470589551779E25","2.5799756496169327E27","79.41725","15.58075"
"0","430","0.453476635841533","3.865003597194503E25","6.626866645704872E26","80.57025","15.9685"
"0","440","0.453476635841533","4.457805259199985E25","8.423772930820817E26","81.70625","16.39"
"0","450","0.453476635841533","5.001079283289175E25","6.779673663283439E26","82.86275","16.828"
"0","460","0.5076142486212758","6.67282204459066E25","9.55633210978762E26","84.0385","17.09575"
"0","470","0.5014252895463773","8.32267190015887E25","1.1693090412165399E27","85.2065","17.50075"
"0","480","0.5076142486212758","6.130319863238367E25","7.388702640465536E26","86.36375","17.825"
"0","490","0.5076142486212758","7.458062246104276E25","9.875810342167902E26","87.5435","18.1585"
"0","500","0.5076142486212758","9.621584930966164E25","1.2152817686061267E27","88.72775","18.60125"
"0","510","0.6125188322603775","9.042445080896147E25","9.832948580439706E26","89.913","18.94925"
"0","520","0.5429643289572512","7.615386896208735E25","8.239340317731921E26","91.0705","19.3655"
"0","530","0.6125188322603775","3.0595061802624425E26","8.026104988926564E27","92.24775","19.74225"
"0","540","0.6125188322603775","1.1299005779916586E26","1.2825934938948616E27","93.39575","20.2085"
"0","550","0.460264305848961","1.2043299010815719E26","1.298015173056964E27","94.5705","20.626"
"0","560","0.460264305848961","1.7958439615675733E26","2.482242478060731E27","95.7335","21.07225"
"0","570","0.460264305848961","3.4597354052895115E34","2.1878552509360225E36","96.9455","21.4435"
"0","580","0.5177","2.402349730659661E26","3.2848576845176784E27","98.14925","21.83325"
"0","590","0.5177","2.4430995441356487E26","3.606368387369713E27","99.3375","22.277"
"0","600","0.5177","2.1815648930780192E39","1.3795703064888353E41","100.50425","22.692"
"0","610","0.5177","2.6685795423821237E26","2.830037611609443E27","101.69325","23.1595"
"0","620","0.5177","2.2320362922324284E26","1.5275966079634624E27","102.86125","23.64925"
"0","630","0.5177","2.286913123671671E26","1.470634380825775E27","104.0455","24.04175"
"0","640","0.36004156778417207","2.5198320133570407E26","1.655125103761652E27","105.2265","24.34525"
"0","650","0.42804244874702546","2.9325338425247126E26","1.7681050861106388E27","106.43225","24.787"
"0","660","0.4382275114066198","3.3376593698306455E26","2.0250707247866565E27","107.616","25.24675"
"0","670","0.4382275114066198","3.430751392581425E26","1.943681712087671E27","108.7855","25.5695"
"0","680","0.32733994823074947","4.410821723605752E26","4.1191053312192626E27","109.9415","26.00625"
"0","690","0.32733994823074947","3.8791230192561675E27","2.073342553786175E29","111.1205","26.32825"
"0","700","0.32733994823074947","1.0352479901867854E40","6.546664697644747E41","112.305","26.687"
"0","710","0.36728873565258763","1.4669444262220104E39","7.855994004839665E40","113.4995","27.233"
"0","720","0.36728873565258763","3.276534968622128E55","2.0720036177818958E57","114.67625","27.65325"
"0","730","0.36728873565258763","1.9112034638416004E27","4.887456779817337E28","115.86175","28.05025"
